Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
AMC-5 (GE-5),25516,1998-063B,"October 28, 1998",1449.7,21° E,TRACK IT,21,AMC-5 (GE-5),SES,21° E,-0.629,-0.263,TRUE
DFH-3 2,24798,1997-021A,"May 11, 1997",1436.3,21.1° E,TRACK IT,21.1,DFH-3 2,China,21.1° E,-0.628,-0.263,TRUE
ANIK E2,21222,1991-026A,"April 4, 1991",1452.6,21.3° E,TRACK IT,21.3,ANIK E2,Canada,21.3° E,-0.625,-0.263,TRUE
EUTE 21B,38992,2012-062B,"November 10, 2012",1436.1,21.6° E,TRACK IT,21.6,EUTE 21B,Europe,21.6° E,-0.621,-0.264,TRUE
GSAT 3 (EDUSAT),28417,2004-036A,"September 20, 2004",1450.6,22.5° E,TRACK IT,22.5,GSAT 3 (EDUSAT),India,22.5° E,-0.609,-0.265,TRUE
MTSAT-1R,28622,2005-006A,"February 26, 2005",1455.8,22.6° E,TRACK IT,22.6,MTSAT-1R,Japan,22.6° E,-0.607,-0.267,TRUE
TDRS 4,19883,1989-021B,"March 13, 1989",1462.2,22.7° E,TRACK IT,22.7,TDRS 4,United States,22.7° E,-0.606,-0.268,TRUE
ASTRA 3B,36581,2010-021A,"May 21, 2010",1436.1,23.5° E,TRACK IT,23.5,ASTRA 3B,SES,23.5° E,-0.595,-0.268,TRUE
ASTRA 2C,26853,2001-025A,"June 16, 2001",1436.1,23.7° E,TRACK IT,23.7,ASTRA 2C,SES,23.7° E,-0.592,-0.269,TRUE
ALPHASAT (INMARSAT 4A-F4),39215,2013-038A,"July 25, 2013",1436.3,24.8° E,TRACK IT,24.8,ALPHASAT (INMARSAT 4A-F4),Inmarsat,24.8° E,-0.576,-0.270,TRUE
SKYNET 5B,32294,2007-056B,"November 14, 2007",1436.1,25.1° E,TRACK IT,25.1,SKYNET 5B,United Kingdom,25.1° E,-0.572,-0.272,TRUE
EUTELSAT 25B (ES'HAIL 1),39233,2013-044A,"August 29, 2013",1436.1,25.5° E,TRACK IT,25.5,EUTELSAT 25B (ES'HAIL 1),Europe,25.5° E,-0.566,-0.274,TRUE
CHINASAT 5 (SPACENET 1),14985,1984-049A,"May 23, 1984",1440.2,25.7° E,TRACK IT,25.7,CHINASAT 5 (SPACENET 1),China,25.7° E,-0.564,-0.275,TRUE
ES'HAIL 2 (QO-100),43700,2018-090A,"November 15, 2018",1436.1,25.8° E,TRACK IT,25.8,ES'HAIL 2 (QO-100),Unknown,25.8° E,-0.562,-0.275,TRUE
ARABSAT 4B,29526,2006-051A,"November 8, 2006",1436.1,26° E,TRACK IT,26,ARABSAT 4B,Arabsat,26° E,-0.559,-0.276,TRUE
BADR 7 (ARABSAT-6B),41029,2015-065B,"November 10, 2015",1436.1,26° E,TRACK IT,26,BADR 7 (ARABSAT-6B),Arabsat,26° E,-0.559,-0.276,TRUE
BADR-5 (ARABSAT 5B),36592,2010-025A,"June 3, 2010",1436.1,26° E,TRACK IT,26,BADR-5 (ARABSAT 5B),Arabsat,26° E,-0.559,-0.279,TRUE
BADR 6,33154,2008-034B,"July 7, 2008",1436.1,26° E,TRACK IT,26,BADR 6,Arabsat,26° E,-0.559,-0.280,TRUE
COSMOS 2379,26892,2001-037A,"August 24, 2001",1435.3,26.1° E,TRACK IT,26.1,COSMOS 2379,Russia,26.1° E,-0.558,-0.282,TRUE
INMARSAT 2-F1,20918,1990-093A,"October 30, 1990",1456.4,27.3° E,TRACK IT,27.3,INMARSAT 2-F1,Inmarsat,27.3° E,-0.540,-0.283,TRUE
ASTRA 2F,38778,2012-051A,"September 28, 2012",1436.1,28.2° E,TRACK IT,28.2,ASTRA 2F,SES,28.2° E,-0.527,-0.283,TRUE
ASTRA 2G,40364,2014-089A,"December 27, 2014",1436.1,28.2° E,TRACK IT,28.2,ASTRA 2G,SES,28.2° E,-0.527,-0.283,TRUE
ASTRA 2E,39285,2013-056A,"September 29, 2013",1436.1,28.5° E,TRACK IT,28.5,ASTRA 2E,SES,28.5° E,-0.522,-0.284,TRUE
PALAPA 2,9862,1977-018A,"March 10, 1977",1439.4,28.6° E,TRACK IT,28.6,PALAPA 2,Indonesia,28.6° E,-0.521,-0.284,TRUE
XTAR-EUR,28542,2005-005A,"February 12, 2005",1436.1,29° E,TRACK IT,29,XTAR-EUR,United States,29° E,-0.515,-0.285,TRUE
EXPRESS AM-1,28463,2004-043A,"October 29, 2004",1451.7,29.8° E,TRACK IT,29.8,EXPRESS AM-1,Russia,29.8° E,-0.503,-0.285,TRUE
GALAXY 11,26038,1999-071A,"December 22, 1999",1439.5,30.2° E,TRACK IT,30.2,GALAXY 11,United States,30.2° E,-0.497,-0.286,TRUE
GOES 7,17561,1987-022A,"February 26, 1987",1441.5,30.2° E,TRACK IT,30.2,GOES 7,United States,30.2° E,-0.497,-0.287,TRUE
ARABSAT 5A,36745,2010-032B,"June 26, 2010",1436.1,30.5° E,TRACK IT,30.5,ARABSAT 5A,Arabsat,30.5° E,-0.492,-0.287,TRUE
HYLAS 2,38741,2012-043B,"August 2, 2012",1436.1,31° E,TRACK IT,31,HYLAS 2,United Kingdom,31° E,-0.485,-0.288,TRUE
ASTRA 5B,39617,2014-011B,"March 22, 2014",1436.1,31.5° E,TRACK IT,31.5,ASTRA 5B,SES,31.5° E,-0.477,-0.290,TRUE
IRNSS 1F,41384,2016-015A,"March 10, 2016",1436.1,32.6° E,TRACK IT,32.6,IRNSS 1F,India,32.6° E,-0.460,-0.290,TRUE
SKYNET 4C,20776,1990-079A,"August 30, 1990",1436.1,32.8° E,TRACK IT,32.8,SKYNET 4C,United Kingdom,32.8° E,-0.457,-0.291,TRUE
INTELSAT NEW DAWN,37392,2011-016A,"April 22, 2011",1436.1,32.8° E,TRACK IT,32.8,INTELSAT NEW DAWN,Intelsat,32.8° E,-0.457,-0.292,TRUE
EUTE 3C (HB 10),33750,2009-008B,"February 12, 2009",1436.1,33.1° E,TRACK IT,33.1,EUTE 3C (HB 10),Europe,33.1° E,-0.452,-0.293,TRUE
FENGYUN 2C,28451,2004-042A,"October 19, 2004",1468.2,33.4° E,TRACK IT,33.4,FENGYUN 2C,China,33.4° E,-0.448,-0.294,TRUE
OPS 7641,14930,1984-037A,"April 14, 1984",1459.3,34.5° E,TRACK IT,34.5,OPS 7641,United States,34.5° E,-0.431,-0.294,TRUE
KALPANA 1 (METSAT 1),27525,2002-043A,"September 12, 2002",1464.3,34.9° E,TRACK IT,34.9,KALPANA 1 (METSAT 1),India,34.9° E,-0.424,-0.295,TRUE
EUTE 36B (EUTE W7),36101,2009-065A,"November 24, 2009",1436.1,35.9° E,TRACK IT,35.9,EUTE 36B (EUTE W7),Europe,35.9° E,-0.408,-0.295,TRUE
SUPERBIRD 6,28218,2004-011A,"April 16, 2004",1447.8,36.1° E,TRACK IT,36.1,SUPERBIRD 6,Japan,36.1° E,-0.405,-0.296,TRUE
EXPRESS-AMU1,41191,2015-082A,"December 24, 2015",1436.1,36.1° E,TRACK IT,36.1,EXPRESS-AMU1,Russia,36.1° E,-0.405,-0.296,TRUE
INTELSAT 904,27380,2002-007A,"February 23, 2002",1437.6,36.2° E,TRACK IT,36.2,INTELSAT 904,Intelsat,36.2° E,-0.404,-0.296,TRUE
EKRAN 18,19090,1988-036A,"May 6, 1988",1512.9,36.7° E,TRACK IT,36.7,EKRAN 18,Russia,36.7° E,-0.396,-0.296,TRUE
TURKSAT 1C,23949,1996-040B,"July 9, 1996",1437.1,36.9° E,TRACK IT,36.9,TURKSAT 1C,Turkey,36.9° E,-0.392,-0.297,TRUE
THOR 1 (MARCOPOLO 2),20762,1990-074A,"August 18, 1990",1451.5,37.4° E,TRACK IT,37.4,THOR 1 (MARCOPOLO 2),Norway,37.4° E,-0.384,-0.297,TRUE
SICRAL 2,40614,2015-022B,"April 26, 2015",1436.1,37.5° E,TRACK IT,37.5,SICRAL 2,France / Italy,37.5° E,-0.383,-0.297,TRUE
ATHENA-FIDUS,39509,2014-006B,"February 6, 2014",1436.1,37.8° E,TRACK IT,37.8,ATHENA-FIDUS,France / Italy,37.8° E,-0.378,-0.298,TRUE
PAKSAT 1R,37779,2011-042A,"August 11, 2011",1436.1,38° E,TRACK IT,38,PAKSAT 1R,Pakistan,38° E,-0.375,-0.298,TRUE
ASIASAT 4,27718,2003-014A,"April 12, 2003",1436.1,38.2° E,TRACK IT,38.2,ASIASAT 4,AsiaSat,38.2° E,-0.371,-0.298,TRUE
HELLAS-SAT 3,42814,2017-040A,"June 28, 2017",1436.1,39° E,TRACK IT,39,HELLAS-SAT 3,Europe,39° E,-0.358,-0.299,TRUE
EXPRESS AM7,40505,2015-012A,"March 18, 2015",1436.1,40° E,TRACK IT,40,EXPRESS AM7,Russia,40° E,-0.342,-0.299,TRUE
ECHOSTAR 6,26402,2000-038A,"July 14, 2000",1457.7,40° E,TRACK IT,40,ECHOSTAR 6,United States,40° E,-0.342,-0.300,TRUE
USA 142,25669,1999-017A,"April 9, 1999",618.3,40.1° E,TRACK IT,40.1,USA 142,United States,40.1° E,-0.340,-0.300,TRUE
SATMEX 5,25558,1998-070A,"December 6, 1998",1458.7,40.9° E,TRACK IT,40.9,SATMEX 5,Europe,40.9° E,-0.327,-0.300,TRUE
METEOSAT 8 (MSG 1),27509,2002-040B,"August 28, 2002",1436.2,41.6° E,TRACK IT,41.6,METEOSAT 8 (MSG 1),Europe,41.6° E,-0.316,-0.301,TRUE
TURKSAT 4A,39522,2014-007A,"February 14, 2014",1436.1,41.9° E,TRACK IT,41.9,TURKSAT 4A,Turkey,41.9° E,-0.311,-0.302,TRUE
TURKSAT 3A,33056,2008-030B,"June 12, 2008",1436.1,42° E,TRACK IT,42,TURKSAT 3A,Turkey,42° E,-0.309,-0.302,TRUE
ANGOSAT 1,43087,2017-086A,"December 26, 2017",1449,42.5° E,TRACK IT,42.5,ANGOSAT 1,Angola,42.5° E,-0.301,-0.302,TRUE
NIGCOMSAT 1R,38014,2011-077A,"December 19, 2011",1436.1,42.5° E,TRACK IT,42.5,NIGCOMSAT 1R,Nigeria,42.5° E,-0.301,-0.302,TRUE
SIRIUS W (MARCOPOLO 1),20193,1989-067A,"August 27, 1989",1451.8,43.2° E,TRACK IT,43.2,SIRIUS W (MARCOPOLO 1),Sweden,43.2° E,-0.289,-0.302,TRUE
NSS 703 (INTELSAT 703),23305,1994-064A,"October 6, 1994",1450.1,43.2° E,TRACK IT,43.2,NSS 703 (INTELSAT 703),SES,43.2° E,-0.289,-0.303,TRUE
EUTE HOT BIRD 13A (HB 6),27499,2002-038A,"August 21, 2002",1449.8,43.4° E,TRACK IT,43.4,EUTE HOT BIRD 13A (HB 6),Europe,43.4° E,-0.286,-0.303,TRUE
SATCOM 1,8476,1975-117A,"December 13, 1975",1445.8,43.4° E,TRACK IT,43.4,SATCOM 1,United States,43.4° E,-0.286,-0.303,TRUE
AMOS 5,37950,2011-074A,"December 11, 2011",1434.9,43.9° E,TRACK IT,43.9,AMOS 5,Israel,43.9° E,-0.277,-0.304,TRUE
THURAYA 2,27825,2003-026A,"June 10, 2003",1436.1,43.9° E,TRACK IT,43.9,THURAYA 2,United Arab Emirates,43.9° E,-0.277,-0.305,TRUE
ASTRA 1F,23842,1996-021A,"April 8, 1996",1436.1,44.3° E,TRACK IT,44.3,ASTRA 1F,SES,44.3° E,-0.271,-0.305,TRUE
GOES 9,23581,1995-025A,"May 23, 1995",1457.5,44.6° E,TRACK IT,44.6,GOES 9,United States,44.6° E,-0.266,-0.306,TRUE
METEOSAT 1,10489,1977-108A,"November 23, 1977",1437.4,44.8° E,TRACK IT,44.8,METEOSAT 1,Europe,44.8° E,-0.262,-0.306,TRUE
AZERSPACE 2/INTELSAT 38,43632,2018-074A,"September 25, 2018",1436.1,45° E,TRACK IT,45,AZERSPACE 2/INTELSAT 38,Azerbaijan,45° E,-0.259,-0.306,TRUE
BLAGOVEST 11L (COSMOS 2520),42907,2017-046A,"August 16, 2017",1436.1,45.1° E,TRACK IT,45.1,BLAGOVEST 11L (COSMOS 2520),Russia,45.1° E,-0.257,-0.306,TRUE
SATCOM 2,8774,1976-029A,"March 26, 1976",1460.1,45.6° E,TRACK IT,45.6,SATCOM 2,United States,45.6° E,-0.249,-0.306,TRUE
BRAZILSAT 2,16650,1986-026B,"March 28, 1986",1445.2,45.8° E,TRACK IT,45.8,BRAZILSAT 2,Brazil,45.8° E,-0.245,-0.306,TRUE
AZERSPACE 1,39079,2013-006B,"February 7, 2013",1436.1,46° E,TRACK IT,46,AZERSPACE 1,Azerbaijan,46° E,-0.242,-0.306,TRUE
WESTAR 3,11484,1979-072A,"August 10, 1979",1440.9,46.5° E,TRACK IT,46.5,WESTAR 3,United States,46.5° E,-0.233,-0.306,TRUE
SYRACUSE 3A,28885,2005-041B,"October 13, 2005",1436.1,47° E,TRACK IT,47,SYRACUSE 3A,France,47° E,-0.225,-0.307,TRUE
INTELSAT 10 (PAS 10),26766,2001-019A,"May 15, 2001",1436.1,47.5° E,TRACK IT,47.5,INTELSAT 10 (PAS 10),United States,47.5° E,-0.216,-0.307,TRUE
YAHSAT 1B,38245,2012-016A,"April 23, 2012",1436.1,47.6° E,TRACK IT,47.6,YAHSAT 1B,United Arab Emirates,47.6° E,-0.215,-0.307,TRUE
INSAT 4CR,32050,2007-037A,"September 2, 2007",1436.1,47.8° E,TRACK IT,47.8,INSAT 4CR,India,47.8° E,-0.211,-0.307,TRUE
GSAT 19,42747,2017-031A,"June 5, 2017",1436.1,47.9° E,TRACK IT,47.9,GSAT 19,India,47.9° E,-0.210,-0.308,TRUE
EUTE 28B (EUTE W2M),33460,2008-065B,"December 20, 2008",1436.1,48.1° E,TRACK IT,48.1,EUTE 28B (EUTE W2M),Europe,48.1° E,-0.206,-0.308,TRUE
GEOS 2,10981,1978-071A,"July 14, 1978",1449.1,48.3° E,TRACK IT,48.3,GEOS 2,Europe,48.3° E,-0.203,-0.308,TRUE
YAMAL 202,28089,2003-053A,"November 24, 2003",1436.1,48.9° E,TRACK IT,48.9,YAMAL 202,Russia,48.9° E,-0.193,-0.308,TRUE
MORELOS 1,15824,1985-048B,"June 17, 1985",1447.7,49.1° E,TRACK IT,49.1,MORELOS 1,Mexico,49.1° E,-0.189,-0.308,TRUE
TURKSAT 4B,40984,2015-60A,"October 16, 2015",1436.1,50° E,TRACK IT,50,TURKSAT 4B,Turkey,50° E,-0.174,-0.308,TRUE
EKRAN 3,11273,1979-015A,"February 21, 1979",1436.3,50.3° E,TRACK IT,50.3,EKRAN 3,Russia,50.3° E,-0.168,-0.308,TRUE
NSS 5 (INTELSAT 803),24957,1997-053A,"September 23, 1997",1436.1,50.5° E,TRACK IT,50.5,NSS 5 (INTELSAT 803),Netherlands,50.5° E,-0.165,-0.308,TRUE
RADUGA 1-6,26936,2001-045A,"October 6, 2001",1473.2,51.4° E,TRACK IT,51.4,RADUGA 1-6,Russia,51.4° E,-0.150,-0.308,TRUE
COSMOS 1897,18575,1987-096A,"November 26, 1987",1436.1,51.4° E,TRACK IT,51.4,COSMOS 1897,Russia,51.4° E,-0.150,-0.309,TRUE
GSTAR 4,20946,1990-100B,"November 20, 1990",1452.5,51.5° E,TRACK IT,51.5,GSTAR 4,United States,51.5° E,-0.148,-0.309,TRUE
BELINTERSAT 1,41238,2016-001A,"January 15, 2016",1436.1,51.5° E,TRACK IT,51.5,BELINTERSAT 1,Belarus,51.5° E,-0.148,-0.309,TRUE
TURKMENALEM52E/MONACOSAT,40617,2015-023A,"April 27, 2015",1436.1,52° E,TRACK IT,52,TURKMENALEM52E/MONACOSAT,Turkmenistan / Monaco,52° E,-0.139,-0.309,TRUE
YAHSAT 1A,37393,2011-016B,"April 22, 2011",1436.1,52.5° E,TRACK IT,52.5,YAHSAT 1A,United Arab Emirates,52.5° E,-0.131,-0.309,TRUE
INDOSTAR 1,25050,1997-071B,"November 11, 1997",1435,52.5° E,TRACK IT,52.5,INDOSTAR 1,Indonesia,52.5° E,-0.131,-0.309,TRUE
GOES 8,23051,1994-022A,"April 13, 1994",1456,52.5° E,TRACK IT,52.5,GOES 8,United States,52.5° E,-0.131,-0.309,TRUE
SKYNET 5D,39034,2012-075A,"December 19, 2012",1436.1,52.7° E,TRACK IT,52.7,SKYNET 5D,United Kingdom,52.7° E,-0.127,-0.309,TRUE
EXPRESS AM-6,40277,2014-064A,"October 21, 2014",1436.1,53° E,TRACK IT,53,EXPRESS AM-6,Russia,53° E,-0.122,-0.309,TRUE
SPACENET 2,15385,1984-114A,"November 10, 1984",1443.6,53.8° E,TRACK IT,53.8,SPACENET 2,United States,53.8° E,-0.108,-0.309,TRUE
BSAT-2C,27830,2003-028A,"June 11, 2003",1451.6,54° E,TRACK IT,54,BSAT-2C,Japan,54° E,-0.105,-0.309,TRUE
YAMAL 402,39022,2012-070A,"December 8, 2012",1436.1,54.9° E,TRACK IT,54.9,YAMAL 402,Russia,54.9° E,-0.089,-0.309,TRUE
STTW-3,19710,1988-111A,"December 22, 1988",1437,54.9° E,TRACK IT,54.9,STTW-3,China,54.9° E,-0.089,-0.309,TRUE
ABS 3,24901,1997-042A,"August 19, 1997",1450.8,55° E,TRACK IT,55,ABS 3,China,55° E,-0.087,-0.309,TRUE
GSAT 29,43698,2018-089A,"November 14, 2018",1436.1,55° E,TRACK IT,55,GSAT 29,India,55° E,-0.087,-0.309,TRUE
GSAT 8,37605,2011-022A,"May 20, 2011",1436.1,55° E,TRACK IT,55,GSAT 8,India,55° E,-0.087,-0.309,TRUE
GSAT 16,40332,2014-078A,"December 6, 2014",1436.1,55.1° E,TRACK IT,55.1,GSAT 16,India,55.1° E,-0.085,-0.309,TRUE
EXPRESS 2,24435,1996-058A,"September 26, 1996",1435.4,55.8° E,TRACK IT,55.8,EXPRESS 2,Russia,55.8° E,-0.073,-0.309,TRUE
EXPRESS AT-1,39612,2014-010A,"March 15, 2014",1436.1,56° E,TRACK IT,56,EXPRESS AT-1,Russia,56° E,-0.070,-0.309,TRUE
INMARSAT 5-F4,42698,2017-025A,"May 15, 2017",1436.1,56.5° E,TRACK IT,56.5,INMARSAT 5-F4,Inmarsat,56.5° E,-0.061,-0.308,TRUE
NSS 12,36032,2009-058A,"October 29, 2009",1436.1,57° E,TRACK IT,57,NSS 12,SES,57° E,-0.052,-0.308,TRUE
ASTRA 1G,25071,1997-076A,"December 2, 1997",1436.1,57.2° E,TRACK IT,57.2,ASTRA 1G,SES,57.2° E,-0.049,-0.308,TRUE
STTW-4,20473,1990-011A,"February 4, 1990",1435.6,57.3° E,TRACK IT,57.3,STTW-4,China,57.3° E,-0.047,-0.308,TRUE
COSMOS 1700,16199,1985-102A,"October 25, 1985",1436.4,57.9° E,TRACK IT,57.9,COSMOS 1700,Russia,57.9° E,-0.037,-0.308,TRUE
OPTUS B1 (AUSSAT B1),22087,1992-054A,"August 13, 1992",1451.6,58.1° E,TRACK IT,58.1,OPTUS B1 (AUSSAT B1),Australia,58.1° E,-0.033,-0.308,TRUE
KAZSAT 3,39728,2014-023B,"April 28, 2014",1436.1,58.5° E,TRACK IT,58.5,KAZSAT 3,Kazakhstan,58.5° E,-0.026,-0.308,TRUE
IRNSS 1B,39635,2014-017A,"April 4, 2014",1436.1,59° E,TRACK IT,59,IRNSS 1B,India,59° E,-0.017,-0.308,TRUE
IRNSS-1A,39199,2013-034A,"July 1, 2013",1436,59.1° E,TRACK IT,59.1,IRNSS-1A,India,59.1° E,-0.016,-0.308,TRUE
EKRAN 4,11561,1979-087A,"October 3, 1979",1435.6,59.8° E,TRACK IT,59.8,EKRAN 4,Russia,59.8° E,-0.003,-0.308,TRUE
LUCH (OLYMP),40258,2014-058A,"September 27, 2014",1436.1,59.9° E,TRACK IT,59.9,LUCH (OLYMP),Russia,,-0.002,-0.308,
INTELSAT 33E,41748,2016-053B,"August 24, 2016",1436.1,60° E,TRACK IT,60,INTELSAT 33E,Intelsat,60° E,0.000,-0.307,TRUE
WGS F2 (USA 204),34713,2009-017A,"April 4, 2009",1436.1,60.2° E,TRACK IT,60.2,WGS F2 (USA 204),United States,60.2° E,0.003,-0.307,TRUE
MBSAT,28184,2004-007A,"March 13, 2004",1436.1,61° E,TRACK IT,61,MBSAT,China,61° E,0.017,-0.307,TRUE
ANIK A1 (TELESAT 1),6278,1972-090A,"November 10, 1972",1457.1,61.2° E,TRACK IT,61.2,ANIK A1 (TELESAT 1),Canada,61.2° E,0.021,-0.307,TRUE
GALS 1,22963,1994-002A,"January 20, 1994",1434.9,61.7° E,TRACK IT,61.7,GALS 1,Russia,61.7° E,0.030,-0.307,TRUE
INTELSAT 26 (JCSAT 4),24732,1997-007A,"February 17, 1997",1436.1,62° E,TRACK IT,62,INTELSAT 26 (JCSAT 4),Intelsat,62° E,0.035,-0.307,TRUE
INTELSAT 902,26900,2001-039A,"August 30, 2001",1436.1,62° E,TRACK IT,62,INTELSAT 902,Intelsat,62° E,0.035,-0.306,TRUE
INMARSAT 5-F1,39476,2013-073A,"December 8, 2013",1436.1,62.6° E,TRACK IT,62.6,INMARSAT 5-F1,Inmarsat,62.6° E,0.045,-0.306,TRUE
COMSATBW-1,35943,2009-054B,"September 30, 2009",1436.1,63° E,TRACK IT,63,COMSATBW-1,Germany,63° E,0.052,-0.306,TRUE
EKRAN 20,22210,1992-074A,"October 30, 1992",1436.8,63.6° E,TRACK IT,63.6,EKRAN 20,Russia,63.6° E,0.063,-0.306,TRUE
INMARSAT 4-F2,28899,2005-044A,"November 8, 2005",1436.1,63.8° E,TRACK IT,63.8,INMARSAT 4-F2,Inmarsat,63.8° E,0.066,-0.305,TRUE
INTELSAT 906,27513,2002-041A,"September 6, 2002",1436.1,64.1° E,TRACK IT,64.1,INTELSAT 906,Intelsat,64.1° E,0.071,-0.305,TRUE
INTELSAT 12 (PAS 12),26590,2000-068A,"October 29, 2000",1436.1,64.2° E,TRACK IT,64.2,INTELSAT 12 (PAS 12),Europe,64.2° E,0.073,-0.305,TRUE
KUPON,25045,1997-070A,"November 12, 1997",1435.6,64.3° E,TRACK IT,64.3,KUPON,Russia,64.3° E,0.075,-0.305,TRUE
INMARSAT 3-F1,23839,1996-020A,"April 3, 1996",1436.1,64.4° E,TRACK IT,64.4,INMARSAT 3-F1,Inmarsat,64.4° E,0.077,-0.305,TRUE
SPACENET 4 (ASC 2),21227,1991-028A,"April 13, 1991",1446.3,64.5° E,TRACK IT,64.5,SPACENET 4 (ASC 2),United States,64.5° E,0.078,-0.305,TRUE
STTW-2,18922,1988-014A,"March 7, 1988",1436.4,65° E,TRACK IT,65,STTW-2,China,65° E,0.087,-0.305,TRUE
AMOS-4,39237,2013-045A,"August 31, 2013",1436.1,65° E,TRACK IT,65,AMOS-4,Israel,65° E,0.087,-0.304,TRUE
INTELSAT 706,23571,1995-023A,"May 17, 1995",1453.8,65.3° E,TRACK IT,65.3,INTELSAT 706,Intelsat,65.3° E,0.092,-0.304,TRUE
SUPERBIRD A1,22253,1992-084A,"December 1, 1992",1452.8,65.6° E,TRACK IT,65.6,SUPERBIRD A1,Japan,65.6° E,0.098,-0.304,TRUE
INTELSAT 17,37238,2010-065B,"November 26, 2010",1436.1,66° E,TRACK IT,66,INTELSAT 17,Intelsat,66° E,0.105,-0.304,TRUE
MARISAT 1,8697,1976-017A,"February 19, 1976",1451.6,66° E,TRACK IT,66,MARISAT 1,United States,66° E,0.105,-0.304,TRUE
INTELSAT 9 (PAS 9),26451,2000-043A,"July 28, 2000",1436.1,66.1° E,TRACK IT,66.1,INTELSAT 9 (PAS 9),United States,66.1° E,0.106,-0.304,TRUE
SBIRS GEO 1 (USA 230),37481,2011-019A,"May 7, 2011",1436.1,66.2° E,TRACK IT,66.2,SBIRS GEO 1 (USA 230),United States,66.2° E,0.108,-0.303,TRUE
YAMAL 201,28094,2003-053B,"November 24, 2003",1436.6,66.4° E,TRACK IT,66.4,YAMAL 201,Russia,66.4° E,0.111,-0.303,TRUE
EKRAN 11,14377,1983-100A,"September 29, 1983",1435.3,67.1° E,TRACK IT,67.1,EKRAN 11,Russia,67.1° E,0.124,-0.303,TRUE
OPS 5346,4418,1970-046A,"June 19, 1970",1436.4,67.5° E,TRACK IT,67.5,OPS 5346,United States,67.5° E,0.131,-0.302,TRUE
INSAT 1D,20643,1990-051A,"June 12, 1990",1436.1,67.9° E,TRACK IT,67.9,INSAT 1D,India,67.9° E,0.137,-0.301,TRUE
INTELSAT 36,41747,2016-053A,"August 24, 2016",1436.1,68.5° E,TRACK IT,68.5,INTELSAT 36,Intelsat,68.5° E,0.148,-0.301,TRUE
INTELSAT 20,38740,2012-043A,"August 2, 2012",1436.1,68.5° E,TRACK IT,68.5,INTELSAT 20,Intelsat,68.5° E,0.148,-0.301,TRUE
RADUGA 30,22836,1993-062A,"September 30, 1993",1436,69° E,TRACK IT,69,RADUGA 30,Russia,69° E,0.156,-0.300,TRUE
ELEKTRO (GOMS),23327,1994-069A,"October 31, 1994",1436.3,69.5° E,TRACK IT,69.5,ELEKTRO (GOMS),Russia,69.5° E,0.165,-0.300,TRUE
HIMAWARI 3 (GMS 3),15152,1984-080A,"August 2, 1984",1442.5,69.5° E,TRACK IT,69.5,HIMAWARI 3 (GMS 3),Japan,69.5° E,0.165,-0.300,TRUE
RADUGA 32,23448,1994-087A,"December 28, 1994",1436,69.5° E,TRACK IT,69.5,RADUGA 32,Russia,69.5° E,0.165,-0.300,TRUE
KIKU 2 (ETS 2),9852,1977-014A,"February 23, 1977",1440.1,69.6° E,TRACK IT,69.6,KIKU 2 (ETS 2),Japan,69.6° E,0.167,-0.300,TRUE
COSMOS 2440,33108,2008-033A,"June 27, 2008",1436.1,69.7° E,TRACK IT,69.7,COSMOS 2440,Russia,69.7° E,0.168,-0.299,TRUE
COSMOS 2133,21111,1991-010A,"February 14, 1991",1436,69.7° E,TRACK IT,69.7,COSMOS 2133,Russia,69.7° E,0.168,-0.299,TRUE
COSMOS 1366,13177,1982-044A,"May 17, 1982",1436.2,69.9° E,TRACK IT,69.9,COSMOS 1366,Russia,69.9° E,0.172,-0.299,TRUE
RADUGA-1M 3,39375,2013-062A,"November 11, 2013",1436.1,70° E,TRACK IT,70,RADUGA-1M 3,Russia,70° E,0.174,-0.299,TRUE
COSMOS 1961,19344,1988-066A,"August 1, 1988",1436,70.2° E,TRACK IT,70.2,COSMOS 1961,Russia,70.2° E,0.177,-0.298,TRUE
AMC-10 (GE-10),28154,2004-003A,"February 5, 2004",1452.8,70.2° E,TRACK IT,70.2,AMC-10 (GE-10),SES,70.2° E,0.177,-0.298,TRUE
EUTE 36A (EUTE W4),26369,2000-028A,"May 24, 2000",1436.1,70.3° E,TRACK IT,70.3,EUTE 36A (EUTE W4),Europe,70.3° E,0.179,-0.298,TRUE
EUTE 70B,39020,2012-069A,"December 3, 2012",1436.1,70.5° E,TRACK IT,70.5,EUTE 70B,Europe,70.5° E,0.182,-0.298,TRUE
EKRAN 19,19683,1988-108A,"December 10, 1988",1489.9,71.2° E,TRACK IT,71.2,EKRAN 19,Russia,71.2° E,0.194,-0.298,TRUE
OPS 9751,10016,1977-038A,"May 23, 1977",1435.6,71.4° E,TRACK IT,71.4,OPS 9751,United States,71.4° E,0.198,-0.297,TRUE
CHINASAT 22,26058,2000-003A,"January 25, 2000",1479.6,71.5° E,TRACK IT,71.5,CHINASAT 22,China,71.5° E,0.199,-0.296,TRUE
INTELSAT 22,38098,2012-011A,"March 25, 2012",1436.1,72.1° E,TRACK IT,72.1,INTELSAT 22,Intelsat,72.1° E,0.210,-0.296,TRUE
COSMOS 2350,25315,1998-025A,"April 29, 1998",1436.3,72.8° E,TRACK IT,72.8,COSMOS 2350,Russia,72.8° E,0.222,-0.293,TRUE
