Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
BEIDOU 1C,27813,2003-021A,"May 24, 2003",1443.2,52.7° W,TRACK IT,-52.7,BEIDOU 1C,China,52.7° W,-0.922538,0.119252,TRUE
WESTAR 5,13269,1982-058A,"June 9, 1982",1451.4,52.5° W,TRACK IT,-52.5,WESTAR 5,United States,52.5° W,-0.923880,0.118256,TRUE
YURI 2A (BS-2A),14659,1984-005A,"January 23, 1984",1453.8,52.4° W,TRACK IT,-52.4,YURI 2A (BS-2A),Japan,52.4° W,-0.924546,0.117757,TRUE
SIRIUS 3,25492,1998-056B,"October 5, 1998",1454,51.6° W,TRACK IT,-51.6,SIRIUS 3,SES,51.6° W,-0.929776,0.113757,TRUE
EXPRESS AM-2,28629,2005-010A,"March 29, 2005",1453.9,51.3° W,TRACK IT,-51.3,EXPRESS AM-2,Russia,51.3° W,-0.931691,0.112251,TRUE
PALAPA B4,21964,1992-027A,"May 14, 1992",1440.8,50.8° W,TRACK IT,-50.8,PALAPA B4,Indonesia,50.8° W,-0.934826,0.109734,TRUE
SUPERBIRD B1,21893,1992-010A,"February 26, 1992",1453.7,50.1° W,TRACK IT,-50.1,SUPERBIRD B1,Japan,50.1° W,-0.939094,0.106197,TRUE
INTELSAT 29E,41308,2016-004A,"January 27, 2016",1436.1,50° W,TRACK IT,-50,INTELSAT 29E,Intelsat,50° W,-0.939693,0.105690,TRUE
METEOSAT 4 (MOP 1),19876,1989-020B,"March 6, 1989",1482.9,49.5° W,TRACK IT,-49.5,METEOSAT 4 (MOP 1),Europe,49.5° W,-0.942641,0.103152,TRUE
ARABSAT 1A,15560,1985-015A,"February 8, 1985",1434,48.4° W,TRACK IT,-48.4,ARABSAT 1A,Arabsat,48.4° W,-0.948876,0.097541,TRUE
TDRS 3,19548,1988-091B,"September 29, 1988",1436.1,47.9° W,TRACK IT,-47.9,TDRS 3,United States,47.9° W,-0.951594,0.094978,TRUE
SES 14,43175,2018-012B,"January 25, 2018",1436.1,47.5° W,TRACK IT,-47.5,SES 14,SES,47.5° W,-0.953717,0.092923,TRUE
ASTRA 3A,27400,2002-015B,"March 29, 2002",1436.1,47° W,TRACK IT,-47,ASTRA 3A,SES,47° W,-0.956305,0.090348,TRUE
LEASAT 3,15643,1985-028C,"April 12, 1985",1485.1,46.9° W,TRACK IT,-46.9,LEASAT 3,United States,46.9° W,-0.956814,0.089832,TRUE
BEIDOU 1B,26643,2000-082A,"December 20, 2000",1450.8,45° W,TRACK IT,-45,BEIDOU 1B,China,45° W,-0.965926,0.079979,TRUE
INTELSAT 14,36097,2009-064A,"November 23, 2009",1436.1,45° W,TRACK IT,-45,INTELSAT 14,Intelsat,45° W,-0.965926,0.079979,TRUE
TDRS 6,22314,1993-003B,"January 13, 1993",1436.1,44.9° W,TRACK IT,-44.9,TDRS 6,United States,44.9° W,-0.966376,0.079458,TRUE
ECHOSTAR 23,42070,2017-014A,"March 16, 2017",1436.1,44.9° W,TRACK IT,-44.9,ECHOSTAR 23,United States,44.9° W,-0.966376,0.079458,TRUE
HIMAWARI 2 (GMS 2),12677,1981-076A,"August 10, 1981",1446.4,43.8° W,TRACK IT,-43.8,HIMAWARI 2 (GMS 2),Japan,43.8° W,-0.971134,0.073711,TRUE
ASTRA 1A,19688,1988-109B,"December 11, 1988",1464.3,43.7° W,TRACK IT,-43.7,ASTRA 1A,SES,43.7° W,-0.971549,0.073187,TRUE
INTELSAT 32E (SKY BRASIL 1),41945,2017-007B,"February 14, 2017",1436.1,43.2° W,TRACK IT,-43.2,INTELSAT 32E (SKY BRASIL 1),Intelsat,43.2° W,-0.973579,0.070564,TRUE
INTELSAT 11 (PAS 11),32253,2007-044B,"October 5, 2007",1436.1,43° W,TRACK IT,-43,INTELSAT 11 (PAS 11),Intelsat,43° W,-0.974370,0.069514,TRUE
BSAT-1A,24769,1997-016B,"April 16, 1997",1452.8,43° W,TRACK IT,-43,BSAT-1A,Japan,43° W,-0.974370,0.069514,TRUE
EUTE 48A (HB2),24665,1996-067A,"November 21, 1996",1463.7,42.7° W,TRACK IT,-42.7,EUTE 48A (HB2),Europe,42.7° W,-0.975535,0.067936,TRUE
USA 170,27875,2003-040A,"August 29, 2003",1436.1,42.4° W,TRACK IT,-42.4,USA 170,United States,42.4° W,-0.976672,0.066357,TRUE
EUTE 3A (SINOSAT 3),31577,2007-021A,"May 31, 2007",1464.4,41.8° W,TRACK IT,-41.8,EUTE 3A (SINOSAT 3),Europe,41.8° W,-0.978867,0.063193,TRUE
HIMAWARI 4 (GMS 4),20217,1989-070A,"September 5, 1989",1478.2,41.1° W,TRACK IT,-41.1,HIMAWARI 4 (GMS 4),Japan,41.1° W,-0.981293,0.059493,TRUE
TDRS-12,39504,2014-004A,"January 23, 2014",1436.1,40.8° W,TRACK IT,-40.8,TDRS-12,United States,40.8° W,-0.982287,0.057904,TRUE
SES-6,39172,2013-026A,"June 3, 2013",1436.1,40.5° W,TRACK IT,-40.5,SES-6,SES,40.5° W,-0.983255,0.056314,TRUE
USA 99,22988,1994-009A,"February 7, 1994",1436,38.8° W,TRACK IT,-38.8,USA 99,United States,38.8° W,-0.988228,0.047275,TRUE
INTELSAT 802,24846,1997-031A,"June 25, 1997",1467.7,38.5° W,TRACK IT,-38.5,INTELSAT 802,Intelsat,38.5° W,-0.989016,0.045676,TRUE
ARABSAT 2B,24652,1996-063A,"November 13, 1996",1448.5,38.1° W,TRACK IT,-38.1,ARABSAT 2B,Arabsat,38.1° W,-0.990024,0.043541,TRUE
GALAXY 4R,26298,2000-020A,"April 19, 2000",1442.3,37.7° W,TRACK IT,-37.7,GALAXY 4R,United States,37.7° W,-0.990983,0.041404,TRUE
TELSTAR 11N,34111,2009-009A,"February 26, 2009",1436.1,37.5° W,TRACK IT,-37.5,TELSTAR 11N,Canada,37.5° W,-0.991445,0.040335,TRUE
NSS 10 (AMC-12),28526,2005-003A,"February 3, 2005",1436.1,37.4° W,TRACK IT,-37.4,NSS 10 (AMC-12),SES,37.4° W,-0.991671,0.039800,TRUE
PALAPA 1,9009,1976-066A,"July 8, 1976",1438.5,36.4° W,TRACK IT,-36.4,PALAPA 1,Indonesia,36.4° W,-0.993768,0.034446,TRUE
HGS-1 (ASIASAT 3),25126,1997-086A,"December 24, 1997",1435.8,36.4° W,TRACK IT,-36.4,HGS-1 (ASIASAT 3),United States,36.4° W,-0.993768,0.034446,TRUE
HISPASAT 36W-1,41942,2017-006A,"January 28, 2017",1436.1,36° W,TRACK IT,-36,HISPASAT 36W-1,Spain,36° W,-0.994522,0.032301,TRUE
OPTUS A2 (AUSSAT 2),16275,1985-109C,"November 27, 1985",1440.7,35.9° W,TRACK IT,-35.9,OPTUS A2 (AUSSAT 2),Australia,35.9° W,-0.994703,0.031765,TRUE
SESAT 2 (EXPRESS AM-22),28134,2003-060A,"December 28, 2003",1449.2,35.8° W,TRACK IT,-35.8,SESAT 2 (EXPRESS AM-22),Europe,35.8° W,-0.994881,0.031228,TRUE
INTELSAT 35E,42818,2017-041A,"July 5, 2017",1436.1,34.5° W,TRACK IT,-34.5,INTELSAT 35E,Intelsat,34.5° W,-0.996917,0.024245,TRUE
EKRAN 13,15219,1984-090A,"August 24, 1984",1499.6,34.3° W,TRACK IT,-34.3,EKRAN 13,Russia,34.3° W,-0.997185,0.023170,TRUE
SKYNET 4F,26695,2001-005B,"February 7, 2001",1436.1,33.6° W,TRACK IT,-33.6,SKYNET 4F,United Kingdom,33.6° W,-0.998027,0.019403,TRUE
SATCOM 1R,13984,1983-030A,"April 11, 1983",1442,33.6° W,TRACK IT,-33.6,SATCOM 1R,United States,33.6° W,-0.998027,0.019403,TRUE
OPS 6157,6691,1973-040A,"June 12, 1973",1442.8,33.5° W,TRACK IT,-33.5,OPS 6157,United States,33.5° W,-0.998135,0.018865,TRUE
NATO 3B,9785,1977-005A,"January 28, 1977",1511.5,32° W,TRACK IT,-32,NATO 3B,NATO,32° W,-0.999391,0.010785,TRUE
INTELSAT 25(PROTOSTAR 1),33153,2008-034A,"July 7, 2008",1436.1,31.5° W,TRACK IT,-31.5,INTELSAT 25(PROTOSTAR 1),Intelsat,31.5° W,-0.999657,0.008089,TRUE
INTELSAT 903,27403,2002-016A,"March 30, 2002",1436.1,31.4° W,TRACK IT,-31.4,INTELSAT 903,Intelsat,31.4° W,-0.999701,0.007550,TRUE
HISPASAT 1D,27528,2002-044A,"September 18, 2002",1436.1,30.2° W,TRACK IT,-30.2,HISPASAT 1D,Spain,30.2° W,-0.999994,0.001079,TRUE
HISPASAT 1E,37264,2010-070A,"December 29, 2010",1436.1,30° W,TRACK IT,-30,HISPASAT 1E,Spain,30° W,-1.000000,0.000000,TRUE
SPAINSAT,28945,2006-007A,"March 11, 2006",1436.1,30° W,TRACK IT,-30,SPAINSAT,Spain,30° W,-1.000000,0.000000,TRUE
INTELSAT 901,26824,2001-024A,"June 9, 2001",1436.1,29.5° W,TRACK IT,-29.5,INTELSAT 901,Intelsat,29.5° W,-0.999962,-0.002697,TRUE
SATCOM C3,22117,1992-060B,"September 10, 1992",1484.4,29.2° W,TRACK IT,-29.2,SATCOM C3,United States,29.2° W,-0.999903,-0.004315,TRUE
SATCOM 3,11635,1979-101A,"December 7, 1979",788.9,29° W,TRACK IT,-29,SATCOM 3,United States,29° W,-0.999848,-0.005393,TRUE
LEASAT 4,15995,1985-076D,"August 27, 1985",1472.4,28.9° W,TRACK IT,-28.9,LEASAT 4,United States,28.9° W,-0.999816,-0.005932,TRUE
DODGE 1,2867,1967-066F,"July 1, 1967",1319.1,28.3° W,TRACK IT,-28.3,DODGE 1,United States,28.3° W,-0.999560,-0.009167,TRUE
INTELSAT 907,27683,2003-007A,"February 15, 2003",1436.1,27.5° W,TRACK IT,-27.5,INTELSAT 907,Intelsat,27.5° W,-0.999048,-0.013479,TRUE
GORIZONT 33,26372,2000-029A,"June 6, 2000",1436.6,24.9° W,TRACK IT,-24.9,GORIZONT 33,Russia,24.9° W,-0.996041,-0.027470,TRUE
TVSAT 1,18570,1987-095A,"November 21, 1987",1455.7,24.8° W,TRACK IT,-24.8,TVSAT 1,Germany,24.8° W,-0.995884,-0.028007,TRUE
ALCOMSAT 1,43039,2017-078A,"December 10, 2017",1436.1,24.7° W,TRACK IT,-24.7,ALCOMSAT 1,Algeria,24.7° W,-0.995725,-0.028544,TRUE
COSMOS 2054,20391,1989-101A,"December 27, 1989",1435.8,24.6° W,TRACK IT,-24.6,COSMOS 2054,Russia,24.6° W,-0.995562,-0.029081,TRUE
INTELSAT 905,27438,2002-027A,"June 5, 2002",1436.1,24.5° W,TRACK IT,-24.5,INTELSAT 905,Intelsat,24.5° W,-0.995396,-0.029618,TRUE
GOES 11,26352,2000-022A,"May 3, 2000",1453.9,22° W,TRACK IT,-22,GOES 11,United States,22° W,-0.990268,-0.043007,TRUE
SES 4,38087,2012-007A,"February 14, 2012",1436.1,22° W,TRACK IT,-22,SES 4,SES,22° W,-0.990268,-0.043007,TRUE
AL YAH 3,43174,2018-012A,"January 25, 2018",1436.1,20.1° W,TRACK IT,-20.1,AL YAH 3,United Arab Emirates,20.1° W,-0.985109,-0.053129,TRUE
NSS 7,27414,2002-019A,"April 16, 2002",1436.1,20° W,TRACK IT,-20,NSS 7,SES,20° W,-0.984808,-0.053660,TRUE
PAS 1,19217,1988-051C,"June 15, 1988",1448.8,19.4° W,TRACK IT,-19.4,PAS 1,United States,19.4° W,-0.982935,-0.056844,TRUE
INTELSAT-37E,42950,2017-059A,"September 29, 2017",1436.1,18° W,TRACK IT,-18,INTELSAT-37E,Intelsat,18° W,-0.978148,-0.064248,TRUE
SKYNET 5C,33055,2008-030A,"June 12, 2008",1436.1,17.8° W,TRACK IT,-17.8,SKYNET 5C,United Kingdom,17.8° W,-0.977416,-0.065303,TRUE
GALAXY 27 (TELSTAR 7),25922,1999-052A,"September 25, 1999",1454.2,17.5° W,TRACK IT,-17.5,GALAXY 27 (TELSTAR 7),Intelsat,17.5° W,-0.976296,-0.066884,TRUE
EKRAN 18,19090,1988-036A,"May 6, 1988",1512.9,16.8° W,TRACK IT,-16.8,EKRAN 18,Russia,16.8° W,-0.973579,-0.070564,TRUE
LUCH 5B,38977,2012-061A,"November 2, 2012",1436.1,16.2° W,TRACK IT,-16.2,LUCH 5B,Russia,16.2° W,-0.971134,-0.073711,TRUE
SAKURA 1A (CS-1A),10516,1977-118A,"December 15, 1977",1455.8,16.1° W,TRACK IT,-16.1,SAKURA 1A (CS-1A),Japan,16.1° W,-0.970716,-0.074235,TRUE
TELSTAR 302,15237,1984-093D,"August 30, 1984",1443.1,16° W,TRACK IT,-16,TELSTAR 302,United States,16° W,-0.970296,-0.074758,TRUE
GSAT 2,27807,2003-018A,"May 8, 2003",1442,15.5° W,TRACK IT,-15.5,GSAT 2,India,15.5° W,-0.968148,-0.077372,TRUE
MUOS 3,40374,2015-002A,"January 21, 2015",1436.1,15.4° W,TRACK IT,-15.4,MUOS 3,United States,15.4° W,-0.967709,-0.077894,TRUE
EUTELSAT 1-F1 (ECS 1),14128,1983-058A,"June 16, 1983",1456.4,15.1° W,TRACK IT,-15.1,EUTELSAT 1-F1 (ECS 1),Europe,15.1° W,-0.966376,-0.079458,TRUE
FLTSATCOM 8 (USA 46),20253,1989-077A,"September 25, 1989",1436.1,15.1° W,TRACK IT,-15.1,FLTSATCOM 8 (USA 46),United States,15.1° W,-0.966376,-0.079458,TRUE
TELSTAR 12V,41036,2015-068A,"November 24, 2015",1436.1,15° W,TRACK IT,-15,TELSTAR 12V,Canada,15° W,-0.965926,-0.079979,TRUE
EXPRESS AM-8,40895,2015-048A,"September 14, 2015",1436.1,14° W,TRACK IT,-14,EXPRESS AM-8,Russia,14° W,-0.961262,-0.085177,TRUE
LUCH,23426,1994-082A,"December 16, 1994",1436.2,14° W,TRACK IT,-14,LUCH,Russia,14° W,-0.961262,-0.085177,TRUE
ATS 5,4068,1969-069A,"August 12, 1969",1447.3,13.6° W,TRACK IT,-13.6,ATS 5,United States,13.6° W,-0.959314,-0.087248,TRUE
COSMOS 2473,37806,2011-048A,"September 20, 2011",1436.1,13.5° W,TRACK IT,-13.5,COSMOS 2473,Russia,13.5° W,-0.958820,-0.087766,TRUE
EUTE 8 WEST A (AB 2),26927,2001-042A,"September 25, 2001",1436.1,12.5° W,TRACK IT,-12.5,EUTE 8 WEST A (AB 2),Europe,12.5° W,-0.953717,-0.092923,TRUE
ETS 8,29656,2006-059A,"December 18, 2006",1454.4,12.2° W,TRACK IT,-12.2,ETS 8,Japan,12.2° W,-0.952129,-0.094465,TRUE
WGS F3 (USA 211),36108,2009-068A,"December 6, 2009",1436.1,12° W,TRACK IT,-12,WGS F3 (USA 211),United States,12° W,-0.951057,-0.095492,TRUE
ESTRELA DU SOL-TELSTAR14,28137,2004-001A,"January 11, 2004",1457,11.7° W,TRACK IT,-11.7,ESTRELA DU SOL-TELSTAR14,United States / Brazil,11.7° W,-0.949425,-0.097029,TRUE
TDRS 13,42915,2017-047A,"August 18, 2017",1436.1,11.5° W,TRACK IT,-11.5,TDRS 13,United States,11.5° W,-0.948324,-0.098053,TRUE
EXPRESS AM-44,33595,2009-007A,"February 11, 2009",1436.1,11° W,TRACK IT,-11,EXPRESS AM-44,Russia,11° W,-0.945519,-0.100606,TRUE
EUTELSAT 1-F5 (ECS 5),19331,1988-063B,"July 21, 1988",1466.9,10.9° W,TRACK IT,-10.9,EUTELSAT 1-F5 (ECS 5),Europe,10.9° W,-0.944949,-0.101116,TRUE
MARISAT 2,9478,1976-101A,"October 14, 1976",1475.5,9.5° W,TRACK IT,-9.5,MARISAT 2,United States,9.5° W,-0.936672,-0.108220,TRUE
EUTE 33A (EB 3),27948,2003-043A,"September 27, 2003",1456.2,8.8° W,TRACK IT,-8.8,EUTE 33A (EB 3),Europe,8.8° W,-0.932324,-0.111748,TRUE
INTELSAT 704,23461,1995-001A,"January 10, 1995",1451.8,8.6° W,TRACK IT,-8.6,INTELSAT 704,Intelsat,8.6° W,-0.931056,-0.112753,TRUE
EUTELSAT 8 WEST B,40875,2015-039B,"August 20, 2015",1436.1,8° W,TRACK IT,-8,EUTELSAT 8 WEST B,Europe,8° W,-0.927184,-0.115760,TRUE
OV2-5,3428,1968-081A,"September 26, 1968",1417.9,7.9° W,TRACK IT,-7.9,OV2-5,United States,7.9° W,-0.926529,-0.116260,TRUE
EUTE 7 WEST A (AB 7),37816,2011-051A,"September 24, 2011",1436.1,7.3° W,TRACK IT,-7.3,EUTE 7 WEST A (AB 7),Europe,7.3° W,-0.922538,-0.119252,TRUE
NILESAT 201,36830,2010-037A,"August 4, 2010",1436.1,7° W,TRACK IT,-7,NILESAT 201,Egypt,7° W,-0.920505,-0.120743,TRUE
OPS 0757 (TACSAT),3691,1969-013A,"February 9, 1969",1434.2,6.3° W,TRACK IT,-6.3,OPS 0757 (TACSAT),United States,6.3° W,-0.915663,-0.124209,TRUE
BRAZILSAT B2,23536,1995-016A,"March 28, 1995",1451,5.8° W,TRACK IT,-5.8,BRAZILSAT B2,Brazil,5.8° W,-0.912120,-0.126673,TRUE
INSAT 2C,23731,1995-067B,"December 6, 1995",1443,5.2° W,TRACK IT,-5.2,INSAT 2C,India,5.2° W,-0.907777,-0.129618,TRUE
SYRACUSE 3B,29273,2006-033B,"August 11, 2006",1436.1,5.2° W,TRACK IT,-5.2,SYRACUSE 3B,France,5.2° W,-0.907777,-0.129618,TRUE
COSMOS 2224,22269,1992-088A,"December 17, 1992",1436.3,5° W,TRACK IT,-5,COSMOS 2224,Russia,5° W,-0.906308,-0.130596,TRUE
EUTE 5 WEST A (STELLAT5),27460,2002-035A,"July 5, 2002",1436.1,5° W,TRACK IT,-5,EUTE 5 WEST A (STELLAT5),Europe,5° W,-0.906308,-0.130596,TRUE
AMOS 3,32794,2008-022A,"April 28, 2008",1436.1,4.1° W,TRACK IT,-4.1,AMOS 3,Israel,4.1° W,-0.899558,-0.134979,TRUE
THOR 3,25358,1998-035A,"June 10, 1998",1436.1,4.1° W,TRACK IT,-4.1,THOR 3,Norway,4.1° W,-0.899558,-0.134979,TRUE
ASIASAT 8,40107,2014-046A,"August 5, 2014",1436.1,3.9° W,TRACK IT,-3.9,ASIASAT 8,AsiaSat,3.9° W,-0.898028,-0.135949,TRUE
METEOSAT 7,24932,1997-049B,"September 2, 1997",1464.7,3.4° W,TRACK IT,-3.4,METEOSAT 7,Europe,3.4° W,-0.894154,-0.138365,TRUE
ABS 3A,40424,2015-010A,"March 2, 2015",1436.1,3° W,TRACK IT,-3,ABS 3A,China,3° W,-0.891007,-0.140291,TRUE
INTELSAT 1002,28358,2004-022A,"June 16, 2004",1436.1,1° W,TRACK IT,-1,INTELSAT 1002,Intelsat,1° W,-0.874620,-0.149814,TRUE
SKYNET 4E,25639,1999-009B,"February 26, 1999",1436.1,0.9° W,TRACK IT,-0.9,SKYNET 4E,United Kingdom,0.9° W,-0.873772,-0.150286,TRUE
THOR 6,36033,2009-058B,"October 29, 2009",1436.1,0.8° W,TRACK IT,-0.8,THOR 6,Norway,0.8° W,-0.872922,-0.150757,TRUE
THOR 5,32487,2008-006A,"February 11, 2008",1436.1,0.7° W,TRACK IT,-0.7,THOR 5,Norway,0.7° W,-0.872069,-0.151227,TRUE
THOR 7,40613,2015-022A,"April 26, 2015",1436.1,0.6° W,TRACK IT,-0.6,THOR 7,Norway,0.6° W,-0.871214,-0.151698,TRUE
MSG 4,40732,2015-034A,"July 15, 2015",1436.1,0.4° W,TRACK IT,-0.4,MSG 4,Europe,0.4° W,-0.869495,-0.152636,TRUE
EXPRESS MD2,38745,2012-044B,"August 6, 2012",131.2,0°,TRACK IT,0,EXPRESS MD2,Russia,0°,-0.866025,-0.154508,TRUE
OPS 2112,8916,1976-059A,"June 26, 1976",1447.8,0.3° E,TRACK IT,0.3,OPS 2112,United States,0.3° E,-0.863396,-0.155908,TRUE
BULGARIASAT-1,42801,2017-038A,"June 23, 2017",1436.1,1.9° E,TRACK IT,1.9,BULGARIASAT-1,Bulgaria,1.9° E,-0.848972,-0.163296,TRUE
RASCOM QAF 1R,36831,2010-037B,"August 4, 2010",1436.1,2.9° E,TRACK IT,2.9,RASCOM QAF 1R,RASCOM,2.9° E,-0.839620,-0.167850,TRUE
EUTE 3B,39773,2014-030A,"May 26, 2014",1436.1,3.1° E,TRACK IT,3.1,EUTE 3B,Europe,3.1° E,-0.837719,-0.168755,TRUE
METEOSAT 9 (MSG 2),28912,2005-049B,"December 21, 2005",1436.1,3.3° E,TRACK IT,3.3,METEOSAT 9 (MSG 2),Europe,3.3° E,-0.835807,-0.169657,TRUE
TDRS 4,19883,1989-021B,"March 13, 1989",1462.2,3.8° E,TRACK IT,3.8,TDRS 4,United States,3.8° E,-0.830984,-0.171905,TRUE
AEHF 1 (USA 214),36868,2010-039A,"August 14, 2010",1436.1,4° E,TRACK IT,4,AEHF 1 (USA 214),United States,4° E,-0.829038,-0.172800,TRUE
ASTRA 4A (SIRIUS 4),32299,2007-057A,"November 17, 2007",1436.1,4.8° E,TRACK IT,4.8,ASTRA 4A (SIRIUS 4),SES,4.8° E,-0.821149,-0.176360,TRUE
OPS 1948,11558,1979-086A,"October 1, 1979",1437.8,4.8° E,TRACK IT,4.8,OPS 1948,United States,4.8° E,-0.821149,-0.176360,TRUE
SES 5,38652,2012-036A,"July 9, 2012",1436.1,5° E,TRACK IT,5,SES 5,SES,5° E,-0.819152,-0.177245,TRUE
ASTRA 2D,26638,2000-081A,"December 20, 2000",1436.1,5.3° E,TRACK IT,5.3,ASTRA 2D,SES,5.3° E,-0.816138,-0.178568,TRUE
BS-2B (YURI 2B),16597,1986-016A,"February 12, 1986",1450.3,5.8° E,TRACK IT,5.8,BS-2B (YURI 2B),Japan,5.8° E,-0.811064,-0.180762,TRUE
WGS F1 (USA 195),32258,2007-046A,"October 11, 2007",1436.1,6° E,TRACK IT,6,WGS F1 (USA 195),United States,6° E,-0.809017,-0.181636,TRUE
INTELSAT 511,15873,1985-055A,"June 30, 1985",1438.4,6.6° E,TRACK IT,6.6,INTELSAT 511,Intelsat,6.6° E,-0.802817,-0.184244,TRUE
EUTE 3D,39163,2013-022A,"May 14, 2013",1436.1,7° E,TRACK IT,7,EUTE 3D,Europe,7° E,-0.798636,-0.185971,TRUE
EUTE 7A (EUTE W3A),28187,2004-008A,"March 15, 2004",1436.1,7° E,TRACK IT,7,EUTE 7A (EUTE W3A),Europe,7° E,-0.798636,-0.185971,TRUE
AFRICASAT 1 (MEASAT 1),23765,1996-002B,"January 12, 1996",1453.6,7.8° E,TRACK IT,7.8,AFRICASAT 1 (MEASAT 1),Malaysia,7.8° E,-0.790155,-0.189399,TRUE
MTSAT-1R,28622,2005-006A,"February 26, 2005",1455.8,8° E,TRACK IT,8,MTSAT-1R,Japan,8° E,-0.788011,-0.190250,TRUE
EUTELSAT 9B,41310,2016-005A,"January 29, 2016",1436,9° E,TRACK IT,9,EUTELSAT 9B,Europe,9° E,-0.777146,-0.194471,TRUE
EUTE KA SAT 9A (KA SAT),37258,2010-069A,"December 26, 2010",1436.1,9° E,TRACK IT,9,EUTE KA SAT 9A (KA SAT),Europe,9° E,-0.777146,-0.194471,TRUE
ANIK E2,21222,1991-026A,"April 4, 1991",1452.6,9.2° E,TRACK IT,9.2,ANIK E2,Canada,9.2° E,-0.774944,-0.195308,TRUE
METEOSAT 10 (MSG 3),38552,2012-035B,"July 5, 2012",1436,9.5° E,TRACK IT,9.5,METEOSAT 10 (MSG 3),Europe,9.5° E,-0.771625,-0.196559,TRUE
FENGYUN 2C,28451,2004-042A,"October 19, 2004",1468.1,9.9° E,TRACK IT,9.9,FENGYUN 2C,China,9.9° E,-0.767165,-0.198219,TRUE
EUTE 10A (EUTE W2A),34710,2009-016A,"April 3, 2009",1436.1,10° E,TRACK IT,10,EUTE 10A (EUTE W2A),Europe,10° E,-0.766044,-0.198632,TRUE
ECHOSTAR 21,42749,2017-032A,"June 8, 2017",1436.1,10.1° E,TRACK IT,10.1,ECHOSTAR 21,United States,10.1° E,-0.764921,-0.199045,TRUE
OPS 4966,7963,1975-055A,"June 18, 1975",1436.7,10.5° E,TRACK IT,10.5,OPS 4966,United States,10.5° E,-0.760406,-0.200690,TRUE
AMC-5 (GE-5),25516,1998-063B,"October 28, 1998",1449.6,10.9° E,TRACK IT,10.9,AMC-5 (GE-5),SES,10.9° E,-0.755853,-0.202326,TRUE
GSAT 3 (EDUSAT),28417,2004-036A,"September 20, 2004",1450.6,11.7° E,TRACK IT,11.7,GSAT 3 (EDUSAT),India,11.7° E,-0.746638,-0.205567,TRUE
SICRAL 1B,34810,2009-020A,"April 20, 2009",1436.1,12.4° E,TRACK IT,12.4,SICRAL 1B,Italy,12.4° E,-0.738455,-0.208371,TRUE
INMARSAT 2-F1,20918,1990-093A,"October 30, 1990",1456.3,12.5° E,TRACK IT,12.5,INMARSAT 2-F1,Inmarsat,12.5° E,-0.737277,-0.208769,TRUE
TELECOM 2B,21939,1992-021A,"April 15, 1992",1446.9,12.9° E,TRACK IT,12.9,TELECOM 2B,France,12.9° E,-0.732543,-0.210354,TRUE
EUTE HOT BIRD 13B (HB 8),29270,2006-032A,"August 4, 2006",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13B (HB 8),Europe,13° E,-0.731354,-0.210749,TRUE
COSMOS 1940,19073,1988-034A,"April 26, 1988",1430.6,13° E,TRACK IT,13,COSMOS 1940,Russia,13° E,-0.731354,-0.210749,TRUE
EUTE 9A (HB 7A),28946,2006-007B,"March 11, 2006",1436.1,13° E,TRACK IT,13,EUTE 9A (HB 7A),Europe,13° E,-0.731354,-0.210749,TRUE
EUTE HOT BIRD 13C (HB 9),33459,2008-065A,"December 20, 2008",1436.1,13° E,TRACK IT,13,EUTE HOT BIRD 13C (HB 9),Europe,13° E,-0.731354,-0.210749,TRUE
COMSATBW-2,36582,2010-021B,"May 21, 2010",1436,13.3° E,TRACK IT,13.3,COMSATBW-2,Germany,13.3° E,-0.727773,-0.211930,TRUE
HYLAS 1,37237,2010-065A,"November 26, 2010",1436.1,13.8° E,TRACK IT,13.8,HYLAS 1,United Kingdom,13.8° E,-0.721760,-0.213884,TRUE
KALPANA 1 (METSAT 1),27525,2002-043A,"September 12, 2002",1464.3,14.2° E,TRACK IT,14.2,KALPANA 1 (METSAT 1),India,14.2° E,-0.716911,-0.215436,TRUE
RADUGA 29,22557,1993-013A,"March 25, 1993",1435.6,14.8° E,TRACK IT,14.8,RADUGA 29,Russia,14.8° E,-0.709571,-0.217744,TRUE
GSTAR 2,16649,1986-026A,"March 28, 1986",1442.9,15.5° E,TRACK IT,15.5,GSTAR 2,United States,15.5° E,-0.700909,-0.220407,TRUE
EUTE 16A (EUTE W3C),37836,2011-057A,"October 7, 2011",1436.1,16° E,TRACK IT,16,EUTE 16A (EUTE W3C),Europe,16° E,-0.694658,-0.222288,TRUE
TIANLIAN 1-03,38730,2012-040A,"July 25, 2012",1436.1,16.8° E,TRACK IT,16.8,TIANLIAN 1-03,China,16.8° E,-0.684547,-0.225264,TRUE
OPS 7641,14930,1984-037A,"April 14, 1984",1459.3,17.2° E,TRACK IT,17.2,OPS 7641,United States,17.2° E,-0.679441,-0.226735,TRUE
EXPRESS AM-1,28463,2004-043A,"October 29, 2004",1451.7,18.1° E,TRACK IT,18.1,EXPRESS AM-1,Russia,18.1° E,-0.667833,-0.230005,TRUE
SICRAL 1,26694,2001-005A,"February 7, 2001",1436.1,18.5° E,TRACK IT,18.5,SICRAL 1,Italy,18.5° E,-0.662620,-0.231440,TRUE
