Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
HISPASAT 1B,22723,1993-048A,"July 22, 1993",1444,110.8° E,TRACK IT,110.8,HISPASAT 1B,Spain,110.8° E,0.774944,-0.195308,TRUE
USA 157,26715,2001-009A,"February 27, 2001",1436.1,110.9° E,TRACK IT,110.9,USA 157,United States,110.9° E,0.776046,-0.194890,TRUE
INSAT 4B,30793,2007-007A,"March 11, 2007",1436.1,111.3° E,TRACK IT,111.3,INSAT 4B,India,111.3° E,0.780430,-0.193211,TRUE
GORIZONT 25,21922,1992-017A,"April 2, 1992",1442.1,111.3° E,TRACK IT,111.3,GORIZONT 25,Russia,111.3° E,0.780430,-0.193211,TRUE
EUTE 25C (EUTE W5),27554,2002-051A,"November 20, 2002",1435.1,111.7° E,TRACK IT,111.7,EUTE 25C (EUTE W5),Europe,111.7° E,0.784776,-0.191522,TRUE
RADUGA 1-7,28194,2004-010A,"March 27, 2004",1435,111.8° E,TRACK IT,111.8,RADUGA 1-7,Russia,111.8° E,0.785857,-0.191099,TRUE
FENGYUN 2F,38049,2012-002A,"January 13, 2012",1436.2,112.2° E,TRACK IT,112.2,FENGYUN 2F,China,112.2° E,0.790155,-0.189399,TRUE
SKYNET 4B,19687,1988-109A,"December 11, 1988",1444.7,112.4° E,TRACK IT,112.4,SKYNET 4B,United Kingdom,112.4° E,0.792290,-0.188545,TRUE
PALAPA D,35812,2009-046A,"August 31, 2009",1436.1,112.9° E,TRACK IT,112.9,PALAPA D,Indonesia,112.9° E,0.797584,-0.186402,TRUE
KOREASAT 5,29349,2006-034A,"August 22, 2006",1436.1,113° E,TRACK IT,113,KOREASAT 5,South Korea,113° E,0.798636,-0.185971,TRUE
KOREASAT-5A,42984,2017-067A,"October 30, 2017",1436.1,113.1° E,TRACK IT,113.1,KOREASAT-5A,South Korea,113.1° E,0.799685,-0.185540,TRUE
USA 65,20929,1990-095A,"November 13, 1990",1463.5,114.1° E,TRACK IT,114.1,USA 65,United States,114.1° E,0.810042,-0.181199,TRUE
CHINASAT 6B,31800,2007-031A,"July 5, 2007",1436.2,115.5° E,TRACK IT,115.5,CHINASAT 6B,China,115.5° E,0.824126,-0.175029,TRUE
KOREASAT 7,42691,2017-023A,"May 4, 2017",1436.1,116° E,TRACK IT,116,KOREASAT 7,South Korea,116° E,0.829038,-0.172800,TRUE
KOREASAT 6,37265,2010-070B,"December 29, 2010",1436.1,116° E,TRACK IT,116,KOREASAT 6,South Korea,116° E,0.829038,-0.172800,TRUE
ABS-7 (KOREASAT 3),25894,1999-046A,"September 4, 1999",1436.1,116.1° E,TRACK IT,116.1,ABS-7 (KOREASAT 3),South Korea,116.1° E,0.830012,-0.172353,TRUE
AFRISTAR,25515,1998-063A,"October 28, 1998",1454.4,116.7° E,TRACK IT,116.7,AFRISTAR,United States,116.7° E,0.835807,-0.169657,TRUE
BEIDOU IGSO 2,37256,2010-068A,"December 17, 2010",1435.7,117.9° E,TRACK IT,117.9,BEIDOU IGSO 2,China,117.9° E,0.847122,-0.164211,TRUE
COSMOS 2291,23267,1994-060A,"September 21, 1994",1437.3,118° E,TRACK IT,118,COSMOS 2291,Russia,118° E,0.848048,-0.163754,TRUE
TELKOM 3S,41944,2017-007A,"February 14, 2017",1436.1,118° E,TRACK IT,118,TELKOM 3S,Indonesia,118° E,0.848048,-0.163754,TRUE
INSAT 1A,13129,1982-031A,"April 10, 1982",1436.5,118.1° E,TRACK IT,118.1,INSAT 1A,India,118.1° E,0.848972,-0.163296,TRUE
IPSTAR 1,28786,2005-028A,"August 11, 2005",1436.1,119.5° E,TRACK IT,119.5,IPSTAR 1,Thailand,119.5° E,0.861629,-0.156838,TRUE
GORIZONT 27,22245,1992-082A,"November 27, 1992",1437.5,119.7° E,TRACK IT,119.7,GORIZONT 27,Russia,119.7° E,0.863396,-0.155908,TRUE
ASIASAT 6,40141,2014-052A,"September 7, 2014",1436.1,119.9° E,TRACK IT,119.9,ASIASAT 6,AsiaSat,119.9° E,0.865151,-0.154975,TRUE
ASIASAT 9,42942,2017-057A,"September 28, 2017",1436.1,122.1° E,TRACK IT,122.1,ASIASAT 9,AsiaSat,122.1° E,0.883766,-0.144598,TRUE
EKRAN 21,26736,2001-014A,"April 7, 2001",1445.9,122.5° E,TRACK IT,122.5,EKRAN 21,Russia,122.5° E,0.887011,-0.142688,TRUE
JCSAT 2,20402,1990-001B,"January 1, 1990",1461.4,123.6° E,TRACK IT,123.6,JCSAT 2,Japan,123.6° E,0.895712,-0.137400,TRUE
JCSAT 13,38331,2012-023A,"May 15, 2012",1436.1,124° E,TRACK IT,124,JCSAT 13,Japan,124° E,0.898794,-0.135464,TRUE
CHINASAT 6A,37150,2010-042A,"September 4, 2010",1436.1,125° E,TRACK IT,125,CHINASAT 6A,China,125° E,0.906308,-0.130596,TRUE
ANIK D1 (TELESAT 6),13431,1982-082A,"August 26, 1982",1438.2,126.7° E,TRACK IT,126.7,ANIK D1 (TELESAT 6),Canada,126.7° E,0.918446,-0.122230,TRUE
QZS-3 (MICHIBIKI-3),42917,2017-048A,"August 19, 2017",1436.2,126.9° E,TRACK IT,126.9,QZS-3 (MICHIBIKI-3),Japan,126.9° E,0.919821,-0.121239,TRUE
JCSAT 10,29272,2006-033A,"August 11, 2006",1436.1,128° E,TRACK IT,128,JCSAT 10,Japan,128° E,0.927184,-0.115760,TRUE
SKYNET 2B,7547,1974-094A,"November 23, 1974",1435.3,128° E,TRACK IT,128,SKYNET 2B,United Kingdom,128° E,0.927184,-0.115760,TRUE
COMS 1,36744,2010-032A,"June 26, 2010",1436.1,128.2° E,TRACK IT,128.2,COMS 1,South Korea,128.2° E,0.928486,-0.114759,TRUE
GEO-KOMPSAT-2A,43823,2018-100A,"December 4, 2018",1436.1,128.3° E,TRACK IT,128.3,GEO-KOMPSAT-2A,South Korea,128.3° E,0.929133,-0.114258,TRUE
LAOSAT 1,41034,2015-067A,"November 20, 2015",1436.1,128.5° E,TRACK IT,128.5,LAOSAT 1,Laos,128.5° E,0.930418,-0.113255,TRUE
EKRAN 14,15626,1985-024A,"March 22, 1985",1519,128.5° E,TRACK IT,128.5,EKRAN 14,Russia,128.5° E,0.930418,-0.113255,TRUE
IRNSS 1G,41469,2016-027A,"April 28, 2016",1436.2,129.4° E,TRACK IT,129.4,IRNSS 1G,India,129.4° E,0.936060,-0.108725,TRUE
GOES 10,24786,1997-019A,"April 25, 1997",1452.7,129.7° E,TRACK IT,129.7,GOES 10,United States,129.7° E,0.937889,-0.107209,TRUE
CHINASAT 1A,37804,2011-047A,"September 17, 2011",1436.1,129.8° E,TRACK IT,129.8,CHINASAT 1A,China,129.8° E,0.938493,-0.106703,TRUE
CHINASAT 20A,37234,2010-064A,"November 24, 2010",1436.1,130° E,TRACK IT,130,CHINASAT 20A,China,130° E,0.939693,-0.105690,TRUE
GORIZONT 28,22880,1993-069A,"October 28, 1993",1445,130.4° E,TRACK IT,130.4,GORIZONT 28,Russia,130.4° E,0.942057,-0.103660,TRUE
BSAT-1B,25312,1998-024B,"April 28, 1998",1452.8,130.7° E,TRACK IT,130.7,BSAT-1B,Japan,130.7° E,0.943801,-0.102135,TRUE
VINASAT 2,38332,2012-023B,"May 15, 2012",1436.1,131.8° E,TRACK IT,131.8,VINASAT 2,Vietnam,131.8° E,0.949972,-0.096517,TRUE
VINASAT 1,32767,2008-018A,"April 18, 2008",1436.1,131.9° E,TRACK IT,131.9,VINASAT 1,Vietnam,131.9° E,0.950516,-0.096004,TRUE
JCSAT 9,29045,2006-010A,"April 12, 2006",1436.1,132° E,TRACK IT,132,JCSAT 9,Japan,132° E,0.951057,-0.095492,TRUE
EXPRESS 3A,26378,2000-031A,"June 24, 2000",1457.9,132° E,TRACK IT,132,EXPRESS 3A,Russia,132° E,0.951057,-0.095492,TRUE
GALAXY 7,22205,1992-072A,"October 28, 1992",1444.3,132.8° E,TRACK IT,132.8,GALAXY 7,United States,132.8° E,0.955278,-0.091379,TRUE
USA 7,15453,1984-129A,"December 22, 1984",1456.7,133.2° E,TRACK IT,133.2,USA 7,United States,133.2° E,0.957319,-0.089316,TRUE
APSTAR 6,28638,2005-012A,"April 12, 2005",1436.1,133.8° E,TRACK IT,133.8,APSTAR 6,China,133.8° E,0.960294,-0.086213,TRUE
APSTAR 6C,43450,2018-041A,"May 3, 2018",1436.1,134° E,TRACK IT,134,APSTAR 6C,China,134° E,0.961262,-0.085177,TRUE
APSTAR 2R (TELSTAR 10),25010,1997-062A,"October 16, 1997",1451.4,135.3° E,TRACK IT,135.3,APSTAR 2R (TELSTAR 10),China,135.3° E,0.967268,-0.078416,TRUE
CS 3B,19508,1988-086A,"September 16, 1988",1451.2,135.7° E,TRACK IT,135.7,CS 3B,Japan,135.7° E,0.969016,-0.076327,TRUE
NSTAR C,27461,2002-035B,"July 5, 2002",1436.1,135.9° E,TRACK IT,135.9,NSTAR C,Japan,135.9° E,0.969872,-0.075281,TRUE
JCSAT 16,41729,2016-050A,"August 14, 2016",1436.1,136° E,TRACK IT,136,JCSAT 16,Japan,136° E,0.970296,-0.074758,TRUE
JCSAT 8,27399,2002-015A,"March 29, 2002",1436.1,136° E,TRACK IT,136,JCSAT 8,Japan,136° E,0.970296,-0.074758,TRUE
ARTEMIS,26863,2001-029A,"July 12, 2001",1450.2,137.1° E,TRACK IT,137.1,ARTEMIS,Europe,137.1° E,0.974761,-0.068988,TRUE
BRAZILSAT B3,25152,1998-006A,"February 4, 1998",1451.3,137.6° E,TRACK IT,137.6,BRAZILSAT B3,Brazil,137.6° E,0.976672,-0.066357,TRUE
APSTAR 5 (TELSTAR 18),28364,2004-024A,"June 29, 2004",1436.1,138° E,TRACK IT,138,APSTAR 5 (TELSTAR 18),China,138° E,0.978148,-0.064248,TRUE
TELSTAR 18V,43611,2018-068C,"September 7, 2018",1436.1,138° E,TRACK IT,138,TELSTAR 18V,Canada,138° E,0.978148,-0.064248,TRUE
COSMOS 1738,16667,1986-027A,"April 4, 1986",1435.6,139.8° E,TRACK IT,139.8,COSMOS 1738,Russia,139.8° E,0.984196,-0.054722,TRUE
EXPRESS AT-2,39613,2014-010B,"March 15, 2014",1436.1,139.8° E,TRACK IT,139.8,EXPRESS AT-2,Russia,139.8° E,0.984196,-0.054722,TRUE
BEIDOU G1,36287,2010-001A,"January 16, 2010",1436,140° E,TRACK IT,140,BEIDOU G1,China,140° E,0.984808,-0.053660,TRUE
EXPRESS-AM5,39487,2013-077A,"December 26, 2013",1436.1,140° E,TRACK IT,140,EXPRESS-AM5,Russia,140° E,0.984808,-0.053660,TRUE
BS-3N,23176,1994-040B,"July 8, 1994",1452.3,140° E,TRACK IT,140,BS-3N,Japan,140° E,0.984808,-0.053660,TRUE
SKY MUSTER,40940,2015-054A,"September 30, 2015",1436.1,140.2° E,TRACK IT,140.2,SKY MUSTER,Australia,140.2° E,0.985408,-0.052598,TRUE
HIMAWARI 8,40267,2014-060A,"October 6, 2014",1436.1,140.6° E,TRACK IT,140.6,HIMAWARI 8,Japan,140.6° E,0.986572,-0.050470,TRUE
HIMAWARI 9,41836,2016-064A,"November 2, 2016",1436.1,140.8° E,TRACK IT,140.8,HIMAWARI 9,Japan,140.8° E,0.987136,-0.049406,TRUE
SUPERBIRD A,20040,1989-041A,"June 5, 1989",1443.6,141.3° E,TRACK IT,141.3,SUPERBIRD A,Japan,141.3° E,0.988494,-0.046742,TRUE
WINDS (KIZUNA),32500,2008-007A,"February 23, 2008",1436.3,141.8° E,TRACK IT,141.8,WINDS (KIZUNA),Japan,141.8° E,0.989776,-0.044075,TRUE
INTELSAT 3R (PAS 3R),23764,1996-002A,"January 12, 1996",1453.2,141.9° E,TRACK IT,141.9,INTELSAT 3R (PAS 3R),United States,141.9° E,0.990024,-0.043541,TRUE
APSTAR 9,40982,2015-059A,"October 16, 2015",1436.1,142° E,TRACK IT,142,APSTAR 9,China,142° E,0.990268,-0.043007,TRUE
SYNCOM 3,858,1964-047A,"August 19, 1964",1436.7,142.3° E,TRACK IT,142.3,SYNCOM 3,United States,142.3° E,0.990983,-0.041404,TRUE
CHINASAT 22A,29398,2006-038A,"September 12, 2006",1438.5,142.7° E,TRACK IT,142.7,CHINASAT 22A,China,142.7° E,0.991894,-0.039265,TRUE
UFO 1 (USA 98),22563,1993-015A,"March 25, 1993",1450.8,142.7° E,TRACK IT,142.7,UFO 1 (USA 98),United States,142.7° E,0.991894,-0.039265,TRUE
INMARSAT 4-F1,28628,2005-009A,"March 11, 2005",1436.1,143.5° E,TRACK IT,143.5,INMARSAT 4-F1,Inmarsat,143.5° E,0.993572,-0.034982,TRUE
TURKSAT 2A,26666,2001-002A,"January 10, 2001",1466.2,143.7° E,TRACK IT,143.7,TURKSAT 2A,Turkey,143.7° E,0.993961,-0.033910,TRUE
SUPERBIRD 7,33274,2008-038A,"August 14, 2008",1436.1,143.9° E,TRACK IT,143.9,SUPERBIRD 7,Japan,143.9° E,0.994338,-0.032837,TRUE
SKY MUSTER II,41794,2016-060B,"October 5, 2016",1436.1,144.8° E,TRACK IT,144.8,SKY MUSTER II,Australia,144.8° E,0.995884,-0.028007,TRUE
MTSAT-2,28937,2006-004A,"February 18, 2006",1436.1,145° E,TRACK IT,145,MTSAT-2,Japan,145° E,0.996195,-0.026933,TRUE
EUTE 25A (HB 5),25495,1998-057A,"October 9, 1998",1462.5,145° E,TRACK IT,145,EUTE 25A (HB 5),Europe,145° E,0.996195,-0.026933,TRUE
EXPRESS 4A,27441,2002-029A,"June 10, 2002",1436,145.6° E,TRACK IT,145.6,EXPRESS 4A,Russia,145.6° E,0.997053,-0.023707,TRUE
ASIASAT 3S,25657,1999-013A,"March 21, 1999",1436.1,146° E,TRACK IT,146,ASIASAT 3S,AsiaSat,146° E,0.997564,-0.021556,TRUE
INMARSAT 2-F2,21149,1991-018A,"March 8, 1991",1458.6,148.6° E,TRACK IT,148.6,INMARSAT 2-F2,Inmarsat,148.6° E,0.999701,-0.007550,TRUE
DUMMY SAT 2/BREEZE-M,40355,2014-085A,"December 23, 2014",1530.9,148.7° E,TRACK IT,148.7,DUMMY SAT 2/BREEZE-M,Russia,148.7° E,0.999743,-0.007011,TRUE
JCSAT 6,25630,1999-006A,"February 16, 1999",1436.1,150° E,TRACK IT,150,JCSAT 6,Japan,150° E,1.000000,0.000000,TRUE
BRISAT,41591,2016-039A,"June 18, 2016",1436.1,150.5° E,TRACK IT,150.5,BRISAT,Indonesia,150.5° E,0.999962,0.002697,TRUE
MORELOS 2,16274,1985-109B,"November 27, 1985",1446.2,151.2° E,TRACK IT,151.2,MORELOS 2,Mexico,151.2° E,0.999781,0.006472,TRUE
OPTUS D2,32252,2007-044A,"October 5, 2007",1436.1,152° E,TRACK IT,152,OPTUS D2,Australia,152° E,0.999391,0.010785,TRUE
AEHF-3 (USA 246),39256,2013-050A,"September 18, 2013",1436.1,152.2° E,TRACK IT,152.2,AEHF-3 (USA 246),United States,152.2° E,0.999263,0.011862,TRUE
JCSAT-14,41471,2016-028A,"May 6, 2016",1436.1,154° E,TRACK IT,154,JCSAT-14,Japan,154° E,0.997564,0.021556,TRUE
MARECS B2,15386,1984-114B,"November 10, 1984",1501.1,154.1° E,TRACK IT,154.1,MARECS B2,Europe,154.1° E,0.997441,0.022094,TRUE
TJS-1,40892,2015-046A,"September 12, 2015",1436.1,155° E,TRACK IT,155,TJS-1,China,155° E,0.996195,0.026933,TRUE
OPTUS C1,27831,2003-028B,"June 11, 2003",1436.1,155.7° E,TRACK IT,155.7,OPTUS C1,Australia,155.7° E,0.995056,0.030691,TRUE
OPTUS 10,40146,2014-054A,"September 11, 2014",1436.1,156° E,TRACK IT,156,OPTUS 10,Australia,156° E,0.994522,0.032301,TRUE
OPTUS D3,35756,2009-044B,"August 21, 2009",1436.1,156° E,TRACK IT,156,OPTUS D3,Australia,156° E,0.994522,0.032301,TRUE
GALAXY 26 (TELSTAR 6),25626,1999-005A,"February 15, 1999",1454.5,156.2° E,TRACK IT,156.2,GALAXY 26 (TELSTAR 6),United States,156.2° E,0.994151,0.033374,TRUE
TELKOM 2,28902,2005-046A,"November 16, 2005",1435.8,157.1° E,TRACK IT,157.1,TELKOM 2,Indonesia,157.1° E,0.992332,0.038195,TRUE
INTELSAT 1R (PAS 1R),26608,2000-072A,"November 16, 2000",1436.1,157.1° E,TRACK IT,157.1,INTELSAT 1R (PAS 1R),United States,157.1° E,0.992332,0.038195,TRUE
EKRAN 12,14821,1984-028A,"March 16, 1984",1499,157.2° E,TRACK IT,157.2,EKRAN 12,Russia,157.2° E,0.992115,0.038730,TRUE
BS-3A (YURI 3A),20771,1990-077A,"August 28, 1990",1457.3,157.9° E,TRACK IT,157.9,BS-3A (YURI 3A),Japan,157.9° E,0.990509,0.042473,TRUE
ABS 1 (LMI 1),25924,1999-053A,"September 26, 1999",1436.1,159° E,TRACK IT,159,ABS 1 (LMI 1),China,159° E,0.987688,0.048341,TRUE
TURKSAT 1B,23200,1994-049B,"August 10, 1994",1453.8,159.1° E,TRACK IT,159.1,TURKSAT 1B,Turkey,159.1° E,0.987414,0.048874,TRUE
GORIZONT 31,23775,1996-005A,"January 25, 1996",1441.4,159.6° E,TRACK IT,159.6,GORIZONT 31,Russia,159.6° E,0.985996,0.051534,TRUE
OPTUS D1,29495,2006-043B,"October 13, 2006",1436.1,160° E,TRACK IT,160,OPTUS D1,Australia,160° E,0.984808,0.053660,TRUE
BEIDOU G4,37210,2010-057A,"October 31, 2010",1436.1,160.1° E,TRACK IT,160.1,BEIDOU G4,China,160.1° E,0.984503,0.054191,TRUE
SBS 1,12065,1980-091A,"November 15, 1980",1442.4,160.2° E,TRACK IT,160.2,SBS 1,United States,160.2° E,0.984196,0.054722,TRUE
SOLIDARIDAD 2,23313,1994-065A,"October 8, 1994",1456.5,162.3° E,TRACK IT,162.3,SOLIDARIDAD 2,Mexico,162.3° E,0.977046,0.065830,TRUE
INTELSAT 24 (AMOS 1),23865,1996-030B,"May 16, 1996",1482.7,162.8° E,TRACK IT,162.8,INTELSAT 24 (AMOS 1),Intelsat,162.8° E,0.975149,0.068462,TRUE
EUTELSAT 2-F2,21056,1991-003B,"January 15, 1991",1455.4,164.1° E,TRACK IT,164.1,EUTELSAT 2-F2,Europe,164.1° E,0.969872,0.075281,TRUE
INTELSAT 701,22871,1993-066A,"October 22, 1993",1449.8,164.9° E,TRACK IT,164.9,INTELSAT 701,Intelsat,164.9° E,0.966376,0.079458,TRUE
APSTAR 1,23185,1994-043A,"July 21, 1994",1449,165° E,TRACK IT,165,APSTAR 1,China,165° E,0.965926,0.079979,TRUE
NSAT 110,26559,2000-060A,"October 6, 2000",1451.8,165.4° E,TRACK IT,165.4,NSAT 110,Japan,165.4° E,0.964095,0.082061,TRUE
LUCH 5A,37951,2011-074B,"December 11, 2011",1436.1,165.7° E,TRACK IT,165.7,LUCH 5A,Russia,165.7° E,0.962692,0.083620,TRUE
INTELSAT 19,38356,2012-030A,"June 1, 2012",1436.1,166° E,TRACK IT,166,INTELSAT 19,Intelsat,166° E,0.961262,0.085177,TRUE
EKRAN 16,18328,1987-073A,"September 3, 1987",1492.5,166.9° E,TRACK IT,166.9,EKRAN 16,Russia,166.9° E,0.956814,0.089832,TRUE
TIANLIAN 1-02,37737,2011-032A,"July 11, 2011",1436.1,167.2° E,TRACK IT,167.2,TIANLIAN 1-02,China,167.2° E,0.955278,0.091379,TRUE
PALAPA B1,14134,1983-059C,"June 18, 1983",1436.9,167.7° E,TRACK IT,167.7,PALAPA B1,Indonesia,167.7° E,0.952661,0.093951,TRUE
HOT BIRD 1,23537,1995-016B,"March 28, 1995",1449.9,168.5° E,TRACK IT,168.5,HOT BIRD 1,Europe,168.5° E,0.948324,0.098053,TRUE
JCSAT 12,35755,2009-044A,"August 21, 2009",1436.1,168.9° E,TRACK IT,168.9,JCSAT 12,Japan,168.9° E,0.946085,0.100096,TRUE
INTELSAT 805,25371,1998-037A,"June 18, 1998",1436.1,169.1° E,TRACK IT,169.1,INTELSAT 805,Intelsat,169.1° E,0.944949,0.101116,TRUE
USA 252,39751,2014-027A,"May 22, 2014",1436.1,170° E,TRACK IT,170,USA 252,United States,170° E,0.939693,0.105690,TRUE
LEASAT 5,20410,1990-002B,"January 9, 1990",1445.8,171.2° E,TRACK IT,171.2,LEASAT 5,United States,171.2° E,0.932324,0.111748,TRUE
NAHUEL I1 (ANIK C1),15642,1985-028B,"April 12, 1985",1444.8,171.6° E,TRACK IT,171.6,NAHUEL I1 (ANIK C1),Argentina,171.6° E,0.929776,0.113757,TRUE
EUTELSAT 172B,42741,2017-029B,"June 1, 2017",1436.1,172° E,TRACK IT,172,EUTELSAT 172B,Europe,172° E,0.927184,0.115760,TRUE
GE-23,28924,2005-052A,"December 29, 2005",1436.1,174° E,TRACK IT,174,GE-23,Europe,174° E,0.913545,0.125689,TRUE
AGILA 1 (PALAPA B2P),17706,1987-029A,"March 20, 1987",1441.1,175.3° E,TRACK IT,175.3,AGILA 1 (PALAPA B2P),Philippines,175.3° E,0.904083,0.132061,TRUE
SIRIUS 2 (GE-1E),25049,1997-071A,"November 11, 1997",1448.6,175.5° E,TRACK IT,175.5,SIRIUS 2 (GE-1E),Sweden,175.5° E,0.902585,0.133035,TRUE
NSS 11 (AAP-1),26554,2000-059A,"October 1, 2000",1436.1,176° E,TRACK IT,176,NSS 11 (AAP-1),SES,176° E,0.898794,0.135464,TRUE
OPS 3151,9803,1977-007A,"February 6, 1977",1476.5,176.7° E,TRACK IT,176.7,OPS 3151,United States,176.7° E,0.893371,0.138847,TRUE
INMARSAT 3-F3,24674,1996-070A,"December 18, 1996",1436.1,178.2° E,TRACK IT,178.2,INMARSAT 3-F3,Inmarsat,178.2° E,0.881303,0.146026,TRUE
THURAYA 1,26578,2000-066A,"October 21, 2000",1454.7,178.8° E,TRACK IT,178.8,THURAYA 1,United Arab Emirates,178.8° E,0.876307,0.148870,TRUE
GORIZONT 26,22041,1992-043A,"July 14, 1992",1450.9,178.9° E,TRACK IT,178.9,GORIZONT 26,Russia,178.9° E,0.875465,0.149342,TRUE
TDF 1,19621,1988-098A,"October 28, 1988",1451.6,179° E,TRACK IT,179,TDF 1,France,179° E,0.874620,0.149814,TRUE
LES 5,2866,1967-066E,"July 1, 1967",1316,179.1° E,TRACK IT,179.1,LES 5,United States,179.1° E,0.873772,0.150286,TRUE
OPTUS B3,23227,1994-055A,"August 27, 1994",1459,179.4° E,TRACK IT,179.4,OPTUS B3,Australia,179.4° E,0.871214,0.151698,TRUE
INMARSAT 5-F3,40882,2015-042A,"August 28, 2015",1436.1,179.6° E,TRACK IT,179.6,INMARSAT 5-F3,Inmarsat,179.6° E,0.869495,0.152636,TRUE
ASTRA 1E,23686,1995-055A,"October 19, 1995",1457.6,179.6° E,TRACK IT,179.6,ASTRA 1E,SES,179.6° E,0.869495,0.152636,TRUE
TELECOM 2D,24209,1996-044B,"August 8, 1996",1462.7,179.9° E,TRACK IT,179.9,TELECOM 2D,France,179.9° E,0.866897,0.154041,TRUE
INTELSAT 18,37834,2011-056A,"October 5, 2011",1436.1,180° E,TRACK IT,180,INTELSAT 18,Intelsat,180° E,0.866025,0.154508,TRUE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
